total_yield,cover_10,region,total_avg,age_avg,experience_avg,insurance_avg,easement_p,conservation_till_avg,fertilizer_per_area,
73.72410963,1,North Central,0.27,53.8,26,0.466470414,3.116883117,292,57.99300558,
84.97022333,0,North Central,0.156,55,24.3,0.493577778,1.169590643,176,37.57973734,
69.99584871,0,North Central,0.251,57.2,25.3,0.695401961,2.549019608,480,63.21960206,
76.8346856,0,North Central,0.22,59,24.3,0.663964789,1.557632399,389,74.96226375,
70.59830698,1,North Central,0.627,56.1,29.5,0.91539781,4.637096774,705,95.23289291,
76.10717797,1,North Central,0.251,56.1,25.2,0.755859649,2.495201536,466,71.92919434,
80.8416224,1,North Central,0.336,58.4,27,0.626072727,4.189189189,524,80.20588897,
73.06949807,1,North Central,0.091,45.2,18.5,0.801604651,1.072761194,194,66.04903516,
64.1079646,1,North Central,0.293,60.8,29.2,0.664504132,4.6875,431,65.85979671,
68.3447099,0,North Central,0.312,61.1,27.9,0.702468085,2.248875562,327,71.05392322,
72.16107383,1,North Central,0.09,58.3,20.3,0.541333333,2.083333333,84,79.3851822,
68.94908688,1,North Central,0.24,55.3,25.8,0.614429379,2.171290712,362,75.68200198,
76.18468924,0,North Central,0.308,58.3,29,0.556704641,4.451510334,371,67.70930209,
61.89873418,0,North Central,0.097,59.4,24.7,0.202952381,2.448979592,117,27.21658118,
81.28718159,0,North Central,0.445,58.8,27.3,0.748271845,3.627760252,698,74.86337248,
71.6953405,0,North Central,0.273,59.2,24.9,0.643519685,4.590818363,497,65.03874493,
73.50842448,1,North Central,0.197,54.6,24.7,0.537378531,3.15270936,207,64.80129603,
70.36478873,0,North Central,0.172,57.6,23.5,0.409844961,1.848998459,258,46.68054426,
83.73709239,1,North Central,0.303,54.5,23.1,0.906512,3.015075377,389,67.79454722,
83.13809082,1,North Central,0.246,60.1,27.9,0.523823529,4.892966361,211,63.95738658,
68.06508355,0,North Central,0.275,58.1,26.4,0.549782051,3.370786517,377,72.83530439,
86.75188663,1,North Central,0.395,58.3,29.1,0.706195455,6.109979633,425,90.24275678,
73.78028169,1,North Central,0.424,57.7,26.9,0.734385892,3.10786106,508,87.22615146,
69.30179283,0,North Central,0.223,59.7,26,0.57889604,3.743961353,421,63.8232288,
68.48994605,0,North Central,0.321,56.4,27.2,0.589151316,1.724137931,355,71.2985713,
60.34070796,1,North Central,0.2,58.8,27.9,0.405369565,2.616609784,192,58.9655192,
83.24285971,0,North Central,0.379,55.7,28.7,0.505049822,2.154398564,333,83.08922698,
80.9929374,0,North Central,0.389,57.9,26.3,0.659357414,2.116402116,372,65.56239426,
76.31923245,1,North Central,0.255,58.3,28.4,0.503305,3.308270677,292,66.39398447,
69.55548173,0,North Central,0.238,58,27.7,0.611628788,3.656597774,330,64.32814823,
49.02066116,0,North Central,0.287,59.2,25.4,0.73095082,7.495069034,544,63.14214532,
80.33568312,0,North Central,0.255,59.9,27.7,0.708862385,6.144067797,269,61.52554769,
64.63142857,0,North Central,0.356,58.4,28.6,0.695878049,3.555555556,384,80.4852604,
86.47248968,0,North Central,0.321,57,23.6,0.747757576,2.164502165,518,79.24424677,
72.04124514,0,North Central,0.399,57.3,27.4,0.601177515,2.227722772,330,70.12922619,
60.0359116,0,North Central,0.349,59.5,30.1,0.473917355,2.100840336,305,65.1618809,
78.78500217,1,North Central,0.255,58.8,26.5,0.502091743,3.585657371,207,91.36428359,
71.76245211,0,North Central,0.435,61.1,28.4,0.959460674,5.300353357,459,55.71216195,
63.47234679,0,North Central,0.252,61.9,27.5,0.79943956,1.886792453,469,64.44568542,
73.40922823,0,North Central,0.292,59.9,28.9,0.557340426,2.900552486,316,69.84505702,
88.98676294,0,North Central,0.45,56.9,25.8,0.948645161,3.597122302,670,72.25291982,
71.27736132,1,North Central,0.289,61.6,25.5,0.611205128,2.472527473,256,67.63766959,
57.00247117,1,North Central,0.245,57.4,25.2,0.553422886,1.271676301,420,56.97812127,
59.01548318,1,North Central,0.213,56.7,25,0.412375546,5.078125,221,63.09100028,
72.28402948,1,North Central,0.387,56,27.8,0.643257463,2.409638554,360,84.82672508,
85.6694362,0,North Central,0.525,55.8,27.2,0.816945017,0.742115028,653,81.58525463,
72.97219406,0,North Central,0.253,56.9,25.8,0.557767857,2.155172414,359,59.88482596,
51.41551363,0,North Central,0.475,59.4,28.4,0.71016,2.178217822,393,18.01122106,
50.9530901,0,North Central,0.597,57.4,27.2,0.87774359,2.291325696,695,31.38356533,
50.90282564,0,North Central,0.396,58.4,28.9,0.45387541,2.857142857,353,38.22023264,
47.79219621,0,North Central,0.888,59.6,26.8,0.898415152,1.751592357,599,24.44436081,
46.17219314,0,North Central,0.413,58.7,24.2,0.437581081,0.73800738,229,14.70636373,
61.39534884,0,North Central,0.611,58,29.9,0.755295918,4.509803922,352,49.64457068,
49.46046197,0,North Central,0.543,57.4,22.6,0.780862963,0.951733515,559,15.07625174,
46.89098558,0,North Central,1.513,61.1,29.9,0.576356322,2.100840336,469,5.218328302,
54.3966936,0,North Central,1.378,60.5,28.3,1.183631068,1.5625,1184,15.76344257,
39.28149871,0,North Central,1.888,63.1,26.6,1.065151515,2.173913043,1027,4.902197815,
55.2461544,0,North Central,0.706,59.2,27.4,0.731716783,4.753199269,453,28.19903802,
47.0624722,0,North Central,0.782,53.8,24.5,0.81443578,2.184466019,532,24.79241322,
55.6150086,0,North Central,0.553,59.5,26.7,0.599195238,1.287553648,378,16.1075285,
39.34681222,0,North Central,2.302,61.5,30.4,1.101820225,1.52284264,561,8.486272919,
41.75886621,0,North Central,0.612,61,26.5,0.638181481,1.411509229,521,12.27609046,
50.75046745,0,North Central,0.431,58.1,25.9,0.708903382,1.544401544,673,33.5314725,
55.00410724,0,North Central,0.565,60.8,28.4,0.659705069,2.39390642,388,25.56961001,
45.34615385,0,North Central,0.413,58.9,28.9,0.521427984,2.790697674,237,59.76279686,
44.78365149,0,North Central,0.231,60.4,24.7,0.503189474,1.903807615,366,26.2844889,
42.62414266,0,North Central,0.777,60.8,26,0.642918919,0.943396226,166,8.265399926,
44.87427463,0,North Central,0.832,58.4,26,0.641087912,2.487562189,542,9.435936687,
48.46905148,1,North Central,1.016,59.8,26.1,0.726806283,1.5625,661,11.35518739,
44.44634574,0,North Central,1.757,59.8,28.6,1.812268482,1.777777778,1551,26.89057559,
50.65858461,0,North Central,1.326,59.8,27.4,1.18755516,4.158415842,1268,19.81392349,
52.77474293,0,North Central,0.348,58.3,24.2,0.54631203,1.176470588,388,25.10719229,
43.90386207,0,North Central,0.728,59.2,26.4,0.607208955,1.877934272,174,13.17409267,
41.14661103,0,North Central,1.621,58.8,26.1,1.177074257,1.428571429,1031,18.75074897,
39.27968257,0,North Central,1.097,61.7,28,0.803225,0.699300699,600,17.17020996,
39.58142681,0,North Central,1.139,61.4,27,1.351114865,0.952380952,1613,28.38708598,
53.94090154,0,North Central,1.318,56.9,26.5,1.328372807,3.317535545,946,22.8118762,
29.10406017,0,North Central,2.092,59.7,29.9,1.775828221,7.929515419,2521,16.79992756,
45.23072747,0,North Central,1.141,62.2,28,0.464225806,1.111111111,316,3.920346354,
39.10094652,0,North Central,1.026,58,24.9,1.032373541,3.5639413,882,16.43352283,
50.54583601,1,North Central,0.457,57.6,25.4,0.825132013,1.329787234,480,40.47076336,
46.36682034,0,North Central,1.41,60.7,30,1.0436875,1.709401709,978,14.13143406,
34.2780807,0,North Central,0.344,57.1,25.9,0.455438356,2.880658436,221,22.8829669,
43.97959184,0,North Central,0.252,58,23.4,0.416568889,1.679841897,158,24.82733238,
47.65337566,0,North Central,1.018,58.8,28.6,0.880043796,4.615384615,421,26.47418211,
39.44138849,0,North Central,1.727,59.7,26.4,1.869041958,2.675585284,1759,17.15126978,
43.38016038,0,North Central,0.698,59.5,27.1,0.698072289,0.810810811,521,21.31295382,
47.34604693,0,North Central,1.234,61.5,26,1.134410072,2.78551532,892,21.57880361,
44.38118989,0,North Central,0.4,57.3,25.6,0.771179612,2.808425276,626,28.40527734,
55.95765813,0,North Central,0.16,59.1,23.9,0.391784314,1.071723001,169,24.265809,
44.68065156,0,North Central,0.981,57.9,27.3,0.74625,2.806122449,324,14.46951188,
41.91609393,0,North Central,0.35,58.1,23.5,0.509349462,1.736111111,335,13.34816463,
49.83778338,0,North Central,0.603,58.9,25.8,0.626380074,1.499423299,506,11.77204007,
50.92642747,0,North Central,0.637,58.5,27.1,0.64844709,2.802690583,376,22.92067316,
50.36880968,1,North Central,0.623,56,28.1,0.621742063,3.241895262,390,30.0219629,
52.02610495,0,North Central,0.565,58.8,28.1,0.710150301,1.315789474,426,31.83872251,
50.26323026,0,North Central,1.445,60.4,28.1,1.252093264,2.457002457,1027,20.95338853,
57.01809291,0,North Central,0.211,59.8,24.7,0.489325581,1,217,30.0736373,
49.21467034,0,North Central,1.135,58.5,29,1.052567901,3.561643836,575,29.11496306,
46.45850732,0,North Central,0.364,59.6,24.4,1.036847222,0.596421471,880,26.18568428,
53.37169787,0,North Central,0.952,62.2,30,0.581491429,5.813953488,305,12.53943006,
35.53937591,0,North Central,1.242,62,26.5,1.517627273,1.857585139,1744,15.09575012,
56.29541284,1,North Central,0.495,56.7,29.8,0.462425,3.831891224,269,39.08572628,
44.5711373,0,North Central,0.47,58.4,26.8,0.774316176,2.328966521,549,24.46052518,
37.50217349,0,North Central,1.278,60.2,28.3,0.869910448,1.147227533,873,9.821904118,
40.83723833,0,North Central,1.509,59.8,29.4,1.153591623,1.219512195,427,22.3290771,
49.75712999,0,North Central,0.422,60.1,26.9,0.493619497,3.358925144,346,15.85676586,
44.85973116,0,North Central,1.37,59.2,28.7,0.944534392,3.448275862,505,14.90563577,
51.13886087,0,North Central,1.003,58.6,28.6,0.88373913,1.598173516,311,19.49082136,
56.1267461,0,North Central,1.31,60.3,28.2,1.329524064,1.933701657,981,21.09324759,
42.24092137,0,North Central,1.198,58.7,29.4,0.852719368,3.13253012,380,16.6457899,
52.1066315,0,North Central,0.525,57,26.1,0.376168478,3.22997416,198,16.59725489,
47.63454509,0,North Central,0.967,59.6,26.1,1.351422907,1.247401247,1125,34.14296493,
48.33884762,0,North Central,0.508,58.8,25,0.800146617,1.417525773,507,27.36239584,
50.69141859,1,North Central,0.665,58.7,30.2,0.649505848,2.495543672,360,32.72991324,
50.04168531,0,North Central,0.986,58.3,26.9,1.230863248,1.063829787,772,26.22956481,
41.37074312,0,North Central,0.425,56.6,25.1,0.372098361,0.992063492,259,16.27541283,
44.20417714,0,North Central,1.356,60.2,27.9,1.077035533,2.427184466,512,14.40797352,
48.04698241,0,North Central,0.919,61.8,27,0.876877119,2.868852459,796,13.84337024,
42.58139318,0,North Central,0.985,61.8,26.5,0.961993007,2.8,729,12.58995728,
50.16362586,0,North Central,0.588,59.8,27.7,0.684253676,1.3136289,411,18.71076336,
44.38707902,0,North Central,1.951,60,30.8,2.096872,2.542372881,1622,25.47910448,
45.73945679,0,North Central,0.365,58.6,25,0.637476096,0.955882353,387,29.4239661,
51.0052057,0,North Central,1.279,61.8,28,1.84887234,3.90070922,1724,27.67589566,
54.88767123,0,North Central,0.238,60.6,24.3,0.475620253,1.06257379,446,27.11963583,
42.19127833,0,North Central,1.61,57.5,29.5,1.194853659,1.572327044,859,30.71617706,
48.08231941,0,North Central,1.602,57.9,29.3,1.42015261,2.07253886,1669,29.61702898,
47.76690577,0,North Central,1.274,58.5,30.7,1.016096886,4,487,24.02155605,
46.42833574,1,North Central,1.059,59.5,26.5,1.212665072,1.931330472,1067,31.84968827,
43.5910812,0,North Central,1.978,64.2,31.3,2.021201835,4.545454545,2275,21.09572801,
45.35251397,0,North Central,1.208,63.2,27.9,1.93207971,1.856763926,2408,35.80727737,
43.75639483,0,North Central,0.795,56.4,23.9,1.055843931,2.728226653,765,29.44137919,
41.74157749,0,North Central,1.667,58.9,28.2,1.435135231,1.243781095,1132,34.85237484,
39.00202334,0,North Central,1.503,59.3,29.1,0.960888889,1.166180758,757,11.84203379,
43.0058451,0,North Central,0.594,58.4,27,0.40497561,2.037617555,193,11.72513392,
41.3289699,0,North Central,1.587,59.6,26.5,1.425458647,2.491103203,1174,16.58557813,
47.87375623,0,North Central,0.757,59.1,29.7,0.64099763,4.610951009,330,24.22409283,
53.33713887,0,North Central,0.683,58.3,27.3,0.826175439,2.142857143,545,22.63757566,
44.34899197,0,North Central,0.979,60.3,29.5,0.887316327,1.730103806,567,14.98307337,
78.08833152,1,South,0.15,55.1,22,0.191592593,0.887311446,47,26.97143399,
80.31749688,1,South,0.32,58.1,25.6,0.765075,1.355932203,405,69.67352131,
58.57415385,1,South,0.187,58.4,24.5,0.161232558,2.295081967,96,23.87752236,
68.62962963,1,South,0.203,56.7,24.1,0.327557292,0.589535741,81,31.35166573,
80,0,South,0.229,57.5,23.4,0.67072549,1.246105919,280,38.12410599,
82.98016934,0,South,0.274,58,25.6,0.717,2.105263158,421,49.27012907,
68.03781469,1,South,0.191,58,24.7,0.469862275,1.690140845,209,62.61022277,
76.29916762,1,South,0.322,57.4,27.2,0.738107143,2.197802198,637,60.13747657,
79.23852182,1,South,0.304,56.1,23.8,0.913266667,1.934916447,463,70.14853247,
85.16494845,0,South,0.169,59.9,24.9,0.155782609,1.148105626,65,13.11081388,
86.17690208,1,South,0.275,57.3,23.7,0.660033898,3.652173913,176,31.34615628,
76.62881356,1,South,0.259,56,24.4,0.894509091,2.285092492,500,81.97857884,
69.10394265,0,South,0.141,58.5,25.1,0.332296296,2.76816609,121,23.90028068,
55.23481781,0,South,0.184,58.6,23.3,0.212212121,9.807073955,14,15.54648241,
64.86206897,0,South,0.169,56.9,24.9,0.179214286,0.888450148,60,21.16269441,
65.88706468,0,South,0.669,58.2,24.2,1.312425926,6.164383562,878,63.64800492,
86.15384615,1,South,0.138,54.8,20.3,0.429285714,2.553191489,14,23.5004614,
62.45098039,1,South,0.178,56.1,22.7,0.052916667,1.387137453,26,12.77869178,
73.5906106,0,South,0.228,58.4,26.2,0.54855642,1.268115942,274,67.28319373,
70.55155155,0,South,0.159,58.4,23.7,0.330431373,0.224047797,166,25.37875042,
77.08149171,1,South,0.156,56.4,24.2,0.291574713,1.195219124,116,35.97232799,
71.23038229,0,South,0.153,57.8,25.3,0.568850467,0.766283525,148,37.27390927,
62.07085561,1,South,0.147,56.2,23.9,0.115945946,0.527240773,65,15.12810571,
74.77572559,1,South,0.132,55.3,23.6,0.182302326,0.777000777,32,23.30197737,
78.88246628,0,South,0.394,57.3,23.7,1.095178571,1.310043668,601,57.82644317,
69.63894185,1,South,0.482,57.7,26.7,1.0460125,2.845528455,184,70.31922616,
66.01054945,0,South,0.223,56.2,21.9,0.773813333,1.676829268,554,33.44810625,
57.04237288,1,South,0.15,56.5,23.1,0.237020833,0.733944954,33,27.19771637,
65.24361022,0,South,0.333,60.2,26,0.69840625,1.643835616,404,20.01150559,
80.80565338,0,South,0.256,58.1,26,0.759442424,2.875695733,539,52.08299404,
81.13430545,1,South,0.171,57.9,25.1,0.372962963,1.677148847,85,31.34723134,
69.19825835,0,South,0.121,58.3,24.8,0.51346875,1.430615165,97,37.16519439,
45.01930502,1,South,0.194,56.7,22.9,0.168137931,0.735294118,61,18.27223665,
74.77779767,1,South,0.195,57.5,24.6,0.707826087,3.773584906,104,51.78634709,
72.36640245,1,South,0.295,56.6,24.9,0.61462406,1.59453303,265,65.32364086,
72.99805637,0,South,0.181,55.2,23.4,0.387578947,0.512163892,68,43.78464985,
74.1757377,0,South,0.123,55,20.8,0.204536585,1.353790614,34,17.354851,
54.76470588,1,South,0.147,56.1,23.9,0.122038961,0.529100529,56,35.86877243,
56.4,0,South,0.156,58.8,23,0.0975,0.606980273,44,6.706589151,
72.41176471,0,South,0.232,57.8,23.9,0.549162162,1.092896175,219,38.55021094,
73.40056075,0,South,0.149,57.1,23.5,0.441126316,1.115760112,403,31.11448294,
74.33602348,0,South,0.133,58.4,23.7,0.271168675,2.112676056,23,28.64431358,
68.46153846,0,South,0.138,58.9,28,0.585933333,1.041666667,95,29.51830026,
73.70892019,1,South,0.153,57.4,22.6,0.159,0.470035253,39,15.81333374,
72.74723874,0,South,0.13,57.6,21.8,0.433855856,1.162790698,52,32.89607965,
81.6,0,South,0.139,57.6,25,0.442033898,0.747198007,62,41.37585454,
75.59646281,1,South,0.283,51.8,23.4,0.516085714,2.360876897,170,73.58606277,
79.97877759,1,South,0.302,56.4,24.6,0.9428,1.728395062,187,54.54604983,
85.80081401,1,South,0.685,57.3,26.4,1.411217391,4.577464789,950,68.61737656,
75.72366843,0,South,0.149,57.7,23.2,0.652166667,0.968660969,444,41.68986796,
86.75840979,1,South,0.147,56.2,23.7,0.162949153,0.54446461,34,14.28314824,
81.39015817,1,South,0.327,57.9,23,0.807103093,5.01002004,582,44.67649116,
57.55081301,0,South,0.163,58.9,23.1,0.17934375,1.306240929,22,15.05481772,
48.33020638,0,South,0.366,56.5,24.1,1.25840708,2.857142857,815,35.46250195,
60,0,South,0.206,58.9,20.3,0.798692308,1.156069364,274,13.99511341,
39.71837945,0,South,0.282,59.6,21.2,1.200723404,0.566572238,1210,25.59791201,
53.46052632,0,South,0.32,59.4,22.6,0.781552147,1.882057716,850,54.50471309,
34.71176471,0,South,0.627,60.2,23.6,1.187167939,3.178484108,961,65.33008021,
49.27981248,0,South,0.389,59.3,22.9,1.186575342,3.526970954,1036,29.51394439,
39.94784353,0,South,0.349,60.2,21.7,1.00211828,3.833865815,928,45.43331532,
54.35064935,0,South,0.314,57.9,21.3,0.638579268,0.996932515,599,29.88054616,
64.94712991,1,South,0.122,59.6,23.9,0.154833333,6.551724138,17,13.60467094,
72.27458256,1,South,0.069,59.6,22.9,0.2916,13.84615385,40,33.73699219,
74.65536481,1,South,0.108,60.2,24.8,0.518783784,19.91525424,50,75.81151557,
70.43090316,1,South,0.09,58.7,22.6,0.473923077,10.71428571,46,40.67270992,
70.49049049,1,South,0.218,59,24.6,0.418969136,7.993197279,142,90.33049074,
78.67424807,1,South,0.125,59.1,25.3,0.383949153,9.36967632,105,56.63655316,
76.50022635,1,South,0.138,57.8,23.1,0.522892857,6.003752345,113,83.8426409,
81.75687104,1,South,0.107,59.2,26.1,0.413060606,7.272727273,51,48.87740426,
65.08953789,1,South,0.356,60.1,24.4,0.583345679,13.20754717,345,64.411422,
68.5401764,1,South,0.137,58.1,23.9,0.360371429,7.283321194,126,56.14712371,
51.85526316,1,South,0.128,56.4,23.8,0.212,1.414427157,62,25.54312339,
81.89349718,1,South,0.118,59.3,24.3,0.508025641,11.62420382,90,49.21034562,
68.39735772,0,South,0.101,61.1,25.8,0.2978,18.06853583,60,36.37933161,
77.80147406,1,South,0.388,60.9,25.3,0.54368,10.69364162,408,78.0861301,
70.03119361,1,South,0.117,59.8,23.8,0.709175,13.26164875,103,65.65756748,
75.49661282,1,South,0.094,58.7,23.2,0.363833333,10.08174387,33,38.83833832,
75.5330602,1,South,0.337,60.2,24.9,0.610261364,10.35196687,337,75.7786762,
79.153125,1,South,0.233,58.7,23.1,0.539854545,9.019607843,294,47.91386272,
62.72461906,1,South,0.1,57.6,23.8,0.305888889,3.577235772,73,61.90637995,
63.58046637,1,South,0.295,60.7,25.1,0.695113636,14.1955836,263,78.81694474,
75.95173122,1,South,0.136,54.5,21.7,0.391259259,7.753705815,56,40.51220985,
70.99550629,1,South,0.179,59.4,24.6,0.484555556,7.489878543,217,73.61194232,
75.58732738,1,South,0.269,60.5,25.6,0.721235294,11.11111111,530,51.08878566,
30,1,Northeast,0.128,56.6,20.8,0.409647059,3.271028037,51,18.28763454,
53.33333333,1,Northeast,0.312,57.5,22.3,0.222571429,2.997858672,40,11.16345409,
22.64,1,Northeast,0.109,55,19.5,0.2257,2.901353965,14,14.68220976,
70.85032831,1,North Central,0.196,57.3,26.6,0.571127072,1.791808874,313,76.7379202,
56.43356643,1,North Central,0.167,60.1,23.2,0.21904878,1.501501502,91,41.95086835,
72.4522685,1,North Central,0.249,59.6,26.5,0.427059322,6.285714286,514,53.38747792,
67.63043478,0,North Central,0.165,58.2,24.3,0.545775,2.345415778,245,42.91054429,
78.77441596,1,North Central,0.289,58.7,30.2,0.516894198,1.377410468,421,77.90877206,
63.91017964,1,North Central,0.166,60,27.1,0.311958904,0.573394495,216,77.27741159,
66.68451312,1,North Central,0.303,57.1,26.2,0.630303371,0.760456274,397,67.98569865,
71.23157426,1,North Central,0.223,58.1,25.4,0.514204651,1.774530271,266,55.64020828,
46.71428571,1,North Central,0.11,61.1,25,0.44425,4.79704797,117,25.95190381,
61.31578947,0,North Central,0.138,58.4,25,0.418666667,1.01010101,206,14.04530389,
74.49103182,1,North Central,0.226,59.1,28.8,0.672092486,3.244837758,323,64.41855303,
15,1,North Central,0.232,58,24.8,0.231,1.185770751,99,15.97917092,
63.756373,0,North Central,0.218,58.9,27,0.510324675,1.559251559,259,55.35408338,
28.63565891,1,North Central,0.121,58.8,21.1,0.295,1.543209877,50,8.253515386,
63.7555814,1,North Central,0.151,59.9,26.5,0.659009174,0.731707317,305,54.80148483,
60.67707151,1,North Central,0.128,58.6,25.7,0.381125,1.089324619,148,35.14491517,
48.93556485,1,North Central,0.102,59.4,25.8,0.128095238,5.23138833,74,44.11822505,
74.10415997,0,North Central,0.365,55.6,28.7,0.673089928,2.216748768,394,67.28299776,
78.70052083,1,North Central,0.211,58.9,27.6,0.643326531,3.402489627,271,52.50447403,
97.64200798,1,North Central,0.43,57.5,28.6,0.658125234,3.989592368,551,81.76748281,
73.71103651,0,North Central,0.195,56.5,23.6,0.719809211,0.657894737,359,59.30415264,
73.4363653,1,North Central,0.245,57.5,27.7,0.60759447,1.572327044,320,65.92589427,
65.88144599,0,North Central,0.221,57.5,25.1,0.461281915,3.128258603,190,48.84487514,
66.32529346,0,North Central,0.174,58.5,25.1,0.54602069,1.73347779,319,51.16200783,
72.1978836,1,North Central,0.196,57.5,26.3,0.559577586,0.848656294,369,93.44081288,
65.00753851,1,North Central,0.156,57,25.1,0.442386364,1.782178218,271,74.35890922,
76.1591539,0,North Central,0.163,57.4,24.2,0.513017241,1.085883514,347,48.95929024,
70.37090909,1,North Central,0.106,57.3,20.8,0.10516129,10,23,46.89029629,
84.58228872,1,North Central,0.283,60.6,29,0.626243108,5.731080088,357,73.98959003,
47.85207101,1,North Central,0.151,58.3,22.1,0.26595,3.284671533,71,15.49394503,
54.45185503,1,North Central,0.181,58,23.6,0.389202899,2.966101695,207,52.00810029,
63.72968545,1,North Central,0.166,56.3,25.9,0.490206349,2.017291066,282,43.75510346,
46.00716204,1,North Central,0.226,59.1,25.7,0.340938776,1.133144476,230,18.01032391,
69.55464927,1,North Central,0.165,57.9,25.4,0.509706667,3.018867925,245,53.02892072,
56.76271186,1,North Central,0.28,56.4,23.9,0.476948052,1.724137931,316,36.77920158,
80.51947434,0,North Central,0.193,57.8,26.7,0.480623418,0.829493088,324,80.32863447,
71.50744869,1,North Central,0.239,56.3,24,0.632093333,2.182952183,413,88.06139902,
46.87372014,1,North Central,0.133,56.9,23.6,0.49472,1.890756303,236,63.05593365,
70.51680455,1,North Central,0.16,56.7,24.7,0.408527778,0.941176471,197,54.43654942,
69.94359756,0,North Central,0.056,58.1,21.8,0.271916667,2.918287938,58,44.32353757,
56.71691176,1,North Central,0.233,58.5,26.7,0.397047059,3.119266055,256,59.04294247,
65.37403509,1,North Central,0.166,59.7,27,0.302268293,1.44,115,18.84534849,
62.94348894,1,North Central,0.152,58.1,28.1,0.384661616,0.530973451,255,100.4462338,
56.79542952,1,North Central,0.2,58.7,24.4,0.325518519,4.968944099,101,27.13599008,
74.06046936,1,North Central,0.262,58.5,27.8,0.530365566,4.08,353,81.30571057,
88.22905255,1,North Central,0.332,54.8,27.1,0.565934978,1.520912548,367,70.82753928,
75.17207811,1,North Central,0.217,57.6,27.2,0.54572,1.028806584,238,46.41450447,
75.92141454,1,North Central,0.273,53.8,24.3,0.489821229,1.339285714,416,93.18152128,
82.31571254,1,North Central,0.266,57.5,26.9,0.560240209,1.692183723,316,67.64710342,
76.76780186,1,North Central,0.159,59.2,25.4,0.371607656,2.203567681,376,100.8406683,
75.07235996,0,North Central,0.144,58.2,25.2,0.41943038,3.052208835,198,67.70021509,
64.65371791,0,North Central,0.39,59.1,27.3,0.904469388,3.2873807,738,33.93701451,
61.18540841,0,North Central,0.289,59.1,28.1,0.494972222,2.915951973,342,12.94266217,
33.60071942,0,North Central,0.239,53.8,24.6,0.324983099,1.470588235,320,45.38268868,
56.59907795,0,North Central,0.614,56.5,26.7,0.835256604,12.32876712,698,51.19638053,
51.46787149,0,North Central,0.342,56.4,28.7,0.416372464,3.75,378,68.90203111,
52.12741313,0,North Central,0.23,58.7,29.4,0.404228137,3.047895501,272,63.36829631,
58.24280576,1,North Central,0.547,57.8,28.9,0.718869018,7.062600321,625,72.38952585,
28.83985765,0,North Central,0.141,57.7,23.6,0.282069892,1.461632156,252,49.95670996,
63.75840426,0,North Central,0.831,55.1,28.2,1.183271739,4.322766571,895,49.78617731,
58.13235294,0,North Central,0.376,56.8,25.4,0.725543478,1.93236715,340,12.72539233,
59.3390681,0,North Central,0.498,57.3,30.4,0.63100396,4.166666667,656,68.09867464,
44.1516129,1,North Central,0.277,57.6,27,0.495180282,5,412,95.07180257,
52.52635021,0,North Central,0.274,57.5,25.5,0.403994382,6.5625,312,44.60524567,
20.24271845,0,North Central,0.366,56.9,28.5,0.575946932,4.36802974,518,76.54863663,
63.58339106,0,North Central,0.619,59.8,29.4,1.120396761,8.396946565,877,62.1953928,
48.80254777,0,North Central,0.098,59.4,25.7,0.330725,2.569593148,195,79.96077149,
58,0,North Central,0.244,58.8,27.5,0.223304659,3.479236813,165,32.30621798,
65.6952381,0,North Central,0.164,58.5,24.6,0.468836601,0.745341615,364,61.00240898,
40.05555556,0,North Central,0.446,57.9,30.1,0.578903461,5.381727159,557,69.4094402,
54.07165109,0,North Central,0.19,57.8,25.9,0.319430108,0.961538462,370,23.62191467,
55.37348912,0,North Central,0.374,59.5,28.2,0.680394456,6.885245902,572,61.37930127,
67.99413072,0,North Central,0.908,57.7,27,1.190410569,2.651515152,1148,30.45343214,
54.28242424,0,North Central,0.492,57.9,29.4,0.631953789,7.971864009,556,57.06814263,
66.00605144,0,North Central,0.266,59.1,28.5,0.521784091,5.122732124,471,60.08506271,
61.63923767,0,North Central,0.443,58.3,29.3,0.615567568,3.571428571,518,48.71137136,
54.53375306,0,North Central,0.442,55.7,28.9,0.562033841,4.70324748,622,58.53486936,
63.11508384,1,North Central,0.711,55.6,25.1,1.061939597,6.430868167,821,38.71151447,
67.05798613,0,North Central,0.831,58.7,27.8,1.329261603,4.880294659,1146,38.93904942,
44.19641791,0,North Central,0.305,56.9,29.2,0.49596934,3.977272727,412,71.93376912,
58.18181818,0,North Central,0.293,57.9,28.3,0.528529551,4.86381323,477,57.79610468,
45.01626016,0,North Central,0.178,55.7,24.1,0.354207101,2.263083451,257,34.66899647,
43.01587302,0,North Central,0.217,56.2,27.6,0.212550473,1.988636364,202,29.4709919,
57.11016949,0,North Central,0.419,57.7,29.2,0.625458685,4.68164794,637,72.55033062,
67.60411311,0,North Central,0.457,57.1,28.8,0.568185059,4.74537037,529,63.28101468,
58.46062992,0,North Central,0.384,55.8,29.3,0.452931373,2.177068215,522,66.84615152,
78.47667343,0,North Central,0.468,57.3,29.8,0.5886048,5.536723164,573,58.90131635,
67.30571333,0,North Central,1.041,57,29.6,1.335098765,3.168316832,999,48.81661868,
31.37190083,1,North Central,0.251,58.8,28,0.43656,3.599648815,410,70.64670005,
54.98112333,0,North Central,0.312,58.3,27.3,0.50437995,4.441823899,408,39.30164532,
67.89681846,0,North Central,0.699,57,28.5,1.077295699,2.689486553,1105,38.60739124,
